id,system,prediction,reference,correct,ref_length,pred_length
56e962d799e8941900975f79,rag_bm25,[4],39.2%,0.0,1,1
56e962d799e8941900975f79,rag_dense,[4],39.2%,0.0,1,1
56e962d799e8941900975f79,rag_hybrid,"$80, and a board of $1",39.2%,0.0,1,6
56f87d46aef23719006260fe,llm,a few days,the late Cretaceous Period,0.0,4,3
56f87d46aef23719006260fe,rag_bm25,Plymouth Colony,the late Cretaceous Period,0.0,4,2
56f87d46aef23719006260fe,rag_dense,I don't know,the late Cretaceous Period,0.0,4,3
56f87d46aef23719006260fe,rag_hybrid,I don't know,the late Cretaceous Period,0.0,4,3
57280c92ff5b5019007d9bc6,llm,Science and technology,"matters of ideology, nationality, ethnicity, social class, and/or gender",0.0,9,3
57280c92ff5b5019007d9bc6,rag_bm25,[3],"matters of ideology, nationality, ethnicity, social class, and/or gender",0.0,9,1
57280c92ff5b5019007d9bc6,rag_dense,"Hayek said a year later that he was ""absolutely besotted"" with her according to his daughter-in-law, Esca Hayek.","matters of ideology, nationality, ethnicity, social class, and/or gender",0.0,9,18
57280c92ff5b5019007d9bc6,rag_hybrid,"British Prime Minister Margaret Thatcher, Hayek was rebuked by the British Prime Minister's advice","matters of ideology, nationality, ethnicity, social class, and/or gender",0.0,9,14
56d28d3d59d6e4140014609c,llm,ten,487 million,0.0,2,1
56d28d3d59d6e4140014609c,rag_bm25,"weeds, which are a considerable problem in agriculture, and the biology and control of plant pathogens in agriculture and natural ecosystems",487 million,0.0,2,21
56d28d3d59d6e4140014609c,rag_dense,Pamir Mountains,487 million,0.0,2,2
56d28d3d59d6e4140014609c,rag_hybrid,I don't know,487 million,0.0,2,3
572c101b2babe914003c298b,llm,I don't know,Pascal,0.0,1,3
572c101b2babe914003c298b,rag_bm25,Spiderman,Pascal,0.0,1,1
572c101b2babe914003c298b,rag_dense,Bell had misconstrued von Neumann's proof,Pascal,0.0,1,6
572c101b2babe914003c298b,rag_hybrid,"George W. Bush.""",Pascal,0.0,1,3
56dcd9ef9a695914005b944c,llm,I don't know.,Gabon,0.0,1,3
56dcd9ef9a695914005b944c,rag_bm25,[4],Gabon,0.0,1,1
56dcd9ef9a695914005b944c,rag_dense,Gabon,Gabon,1.0,1,1
56dcd9ef9a695914005b944c,rag_hybrid,United States,Gabon,0.0,1,2
5728e43b2ca10214002daa4f,llm,3,29,0.0,1,1
5728e43b2ca10214002daa4f,rag_bm25,[3],29,0.0,1,1
5728e43b2ca10214002daa4f,rag_dense,China,29,0.0,1,1
5728e43b2ca10214002daa4f,rag_hybrid,[3],29,0.0,1,1
56cc60186d243a140015ef5b,llm,I don't know.,Chicago,0.0,1,3
56cc60186d243a140015ef5b,rag_bm25,Schwyz,Chicago,0.0,1,1
56cc60186d243a140015ef5b,rag_dense,Apple introduced a user-configurable volume limit in response to concerns about hearing loss,Chicago,0.0,1,13
56cc60186d243a140015ef5b,rag_hybrid,LD,Chicago,0.0,1,1
573251210fdd8d15006c697b,llm,a british economist,Arno Tausch,0.0,2,3
573251210fdd8d15006c697b,rag_bm25,stagflation and a rapidly declining value of the U.S. dollar in the 1970s,Arno Tausch,0.0,2,13
573251210fdd8d15006c697b,rag_dense,I don't know,Arno Tausch,0.0,2,3
573251210fdd8d15006c697b,rag_hybrid,"Arsenal's parent company, Arsenal Holdings plc, operates as a non-quoted public limited company, whose ownership is considerably different from that of other football clubs.",Arno Tausch,0.0,2,24
572838743acd2414000df741,llm,I don't know,Ukrainian Greek Catholic Church,0.0,4,3
572838743acd2414000df741,rag_bm25,[2],Ukrainian Greek Catholic Church,0.0,4,1
572838743acd2414000df741,rag_dense,The Church and state are officially separated,Ukrainian Greek Catholic Church,0.0,4,7
572838743acd2414000df741,rag_hybrid,I don't know,Ukrainian Greek Catholic Church,0.0,4,3
572e7f0adfa6aa1500f8d04a,llm,aristocrats and aristocrats,Aphrodite and Adonis,0.0,3,3
572e7f0adfa6aa1500f8d04a,rag_bm25,Persian Gulf,Aphrodite and Adonis,0.0,3,2
572e7f0adfa6aa1500f8d04a,rag_dense,[3],Aphrodite and Adonis,0.0,3,1
572e7f0adfa6aa1500f8d04a,rag_hybrid,Greek Despotate of Epirus (a Byzantine successor state) and Frankish rule,Aphrodite and Adonis,0.0,3,11
572676425951b619008f735c,llm,dynasty of opium,Qing,0.0,1,3
572676425951b619008f735c,rag_bm25,sharia was banned,Qing,0.0,1,3
572676425951b619008f735c,rag_dense,"China under the early Ming dynasty was not isolated. Foreign trade and other contacts with the outside world, particularly Japan, increased considerably.",Qing,0.0,1,22
572676425951b619008f735c,rag_hybrid,"China under the early Ming dynasty was not isolated. Foreign trade and other contacts with the outside world, particularly Japan, increased considerably.",Qing,0.0,1,22
5726e613dd62a815002e9453,llm,1.2 billion,11%,0.0,1,2
5726e613dd62a815002e9453,rag_bm25,Houston's land surface,11%,0.0,1,3
5726e613dd62a815002e9453,rag_dense,I don't know,11%,0.0,1,3
5726e613dd62a815002e9453,rag_hybrid,Houston's land surface,11%,0.0,1,3
572fbb69a23a5019007fc901,llm,"June 1, 1876",7 July 1937,0.0,3,3
572fbb69a23a5019007fc901,rag_bm25,[3],7 July 1937,0.0,3,1
572fbb69a23a5019007fc901,rag_dense,[3],7 July 1937,0.0,3,1
572fbb69a23a5019007fc901,rag_hybrid,"Second Sino-Japanese War, Japan used Korea's food, livestock, and metals for their war effort.",7 July 1937,0.0,3,14
57267cb7dd62a815002e86ed,llm,Victoria,General Gordon,0.0,2,1
57267cb7dd62a815002e86ed,rag_bm25,[3],General Gordon,0.0,2,1
57267cb7dd62a815002e86ed,rag_dense,[3],General Gordon,0.0,2,1
57267cb7dd62a815002e86ed,rag_hybrid,Gustav,General Gordon,0.0,2,1
57283d0e2ca10214002da157,llm,a letter,New Union Treaty,0.0,3,2
57283d0e2ca10214002da157,rag_bm25,Paris,New Union Treaty,0.0,3,1
57283d0e2ca10214002da157,rag_dense,[1],New Union Treaty,0.0,3,1
57283d0e2ca10214002da157,rag_hybrid,Sire,New Union Treaty,0.0,3,1
56e0a85e7aa994140058e69b,llm,the United States,the Council of People's Commissars,0.0,5,3
56e0a85e7aa994140058e69b,rag_bm25,I don't know.,the Council of People's Commissars,0.0,5,3
56e0a85e7aa994140058e69b,rag_dense,"Council of People's Commissars (1917–1946), Council of Ministers (1946–1978) and Council of Ministers–Government (1978–1991)",the Council of People's Commissars,0.0,5,14
56e0a85e7aa994140058e69b,rag_hybrid,[3],the Council of People's Commissars,0.0,5,1
56db36f7e7c41114004b4f5a,llm,0,20,0.0,1,1
56db36f7e7c41114004b4f5a,rag_bm25,[4],20,0.0,1,1
56db36f7e7c41114004b4f5a,rag_dense,20,20,1.0,1,1
56db36f7e7c41114004b4f5a,rag_hybrid,[3],20,0.0,1,1
573256c6e17f3d14004228b6,llm,They were imprisoned for a long time.,doctrine of political neutrality and their refusal to serve in the military,0.0,12,7
573256c6e17f3d14004228b6,rag_bm25,[2],doctrine of political neutrality and their refusal to serve in the military,0.0,12,1
573256c6e17f3d14004228b6,rag_dense,Canada,doctrine of political neutrality and their refusal to serve in the military,0.0,12,1
573256c6e17f3d14004228b6,rag_hybrid,I don't know).,doctrine of political neutrality and their refusal to serve in the military,0.0,12,3
56df6c5a56340a1900b29af6,llm,3.3,26.2%,0.0,1,1
56df6c5a56340a1900b29af6,rag_bm25,Plymouth,26.2%,0.0,1,1
56df6c5a56340a1900b29af6,rag_dense,Sir Patrick Abercrombie,26.2%,0.0,1,3
56df6c5a56340a1900b29af6,rag_hybrid,Plymouth,26.2%,0.0,1,1
5726213938643c19005ad068,llm,The Queen Mary collection,Royal Collection of furniture and art,0.0,6,4
5726213938643c19005ad068,rag_bm25,[1],Royal Collection of furniture and art,0.0,6,1
5726213938643c19005ad068,rag_dense,[3],Royal Collection of furniture and art,0.0,6,1
5726213938643c19005ad068,rag_hybrid,[1],Royal Collection of furniture and art,0.0,6,1
56de679e4396321400ee2895,llm,2,240,0.0,1,1
56de679e4396321400ee2895,rag_bm25,German Army,240,0.0,1,2
56de679e4396321400ee2895,rag_dense,[3],240,0.0,1,1
56de679e4396321400ee2895,rag_hybrid,BBC is the world's first regular high-definition television service,240,0.0,1,9
5730cac5f6cb411900e244bc,llm,The Travels of Fanny Vandegrift Stevenson,The Cruise of the Janet Nichol,0.0,6,6
5730cac5f6cb411900e244bc,rag_bm25,The Cruise of the Janet Nichol,The Cruise of the Janet Nichol,1.0,6,6
5730cac5f6cb411900e244bc,rag_dense,Harper Lee,The Cruise of the Janet Nichol,0.0,6,2
5730cac5f6cb411900e244bc,rag_hybrid,"Paris has been the centre of the French publishing industry, the home of some of the world's best-known writers and poets, and the setting for many classic works of French literature",The Cruise of the Janet Nichol,0.0,6,31
5728d0114b864d1900164ea5,llm,Soviet Union,Germans and Jewish minorities,0.0,4,2
5728d0114b864d1900164ea5,rag_bm25,I don't know,Germans and Jewish minorities,0.0,4,3
5728d0114b864d1900164ea5,rag_dense,Russia was the first Patriarchate of the Russian Orthodox Church.,Germans and Jewish minorities,0.0,4,10
5728d0114b864d1900164ea5,rag_hybrid,"I don't know.""",Germans and Jewish minorities,0.0,4,3
56cfe88d234ae51400d9c075,llm,River X,Nile River,0.0,2,2
56cfe88d234ae51400d9c075,rag_bm25,German 2nd Army did not attack all at once,Nile River,0.0,2,9
56cfe88d234ae51400d9c075,rag_dense,Canadian and a United States portion,Nile River,0.0,2,6
56cfe88d234ae51400d9c075,rag_hybrid,I don't know,Nile River,0.0,2,3
570d999c16d0071400510bc2,llm,NADGE,NATO Air Defence Ground Environment,0.0,5,1
570d999c16d0071400510bc2,rag_bm25,omniscience,NATO Air Defence Ground Environment,0.0,5,1
570d999c16d0071400510bc2,rag_dense,[4],NATO Air Defence Ground Environment,0.0,5,1
570d999c16d0071400510bc2,rag_hybrid,[3],NATO Air Defence Ground Environment,0.0,5,1
5728e3113acd2414000e0121,llm,I don't know.,"improvements in civil liberties and political rights, the release of political prisoners, and a loosening of restrictions.",0.0,17,3
5728e3113acd2414000e0121,rag_bm25,unchanging,"improvements in civil liberties and political rights, the release of political prisoners, and a loosening of restrictions.",0.0,17,1
5728e3113acd2414000e0121,rag_dense,Myanmar's human rights record has been improving,"improvements in civil liberties and political rights, the release of political prisoners, and a loosening of restrictions.",0.0,17,7
5728e3113acd2414000e0121,rag_hybrid,[3],"improvements in civil liberties and political rights, the release of political prisoners, and a loosening of restrictions.",0.0,17,1
57322a65b9d445190005e88c,llm,United States,combat information centers,0.0,3,2
57322a65b9d445190005e88c,rag_bm25,[3],combat information centers,0.0,3,1
57322a65b9d445190005e88c,rag_dense,Skysweeper,combat information centers,0.0,3,1
57322a65b9d445190005e88c,rag_hybrid,Shima,combat information centers,0.0,3,1
572b6d5934ae481900deadfb,llm,Czech,Slovak,0.0,1,1
572b6d5934ae481900deadfb,rag_bm25,Serbian and Serbian dialects have.,Slovak,0.0,1,5
572b6d5934ae481900deadfb,rag_dense,I don't know.,Slovak,0.0,1,3
572b6d5934ae481900deadfb,rag_hybrid,I don't know).,Slovak,0.0,1,3
57269b01dd62a815002e8ae0,llm,I don't know.,Western Samoa,0.0,2,3
57269b01dd62a815002e8ae0,rag_bm25,[2],Western Samoa,0.0,2,1
57269b01dd62a815002e8ae0,rag_dense,[3],Western Samoa,0.0,2,1
57269b01dd62a815002e8ae0,rag_hybrid,I don't know.,Western Samoa,0.0,2,3
573012e9947a6a140053d048,llm,The Baptists,Catholics,0.0,1,2
573012e9947a6a140053d048,rag_bm25,"English ""royalty"" and the Roman Catholic Church, practicing Catholics were not allowed to settle in South Carolina until after the American Revolution. Jews were allowed, and Sephardic Jews migrated to the city in such numbers that by the beginning of the 19th century, the city was home to the largest and wealthiest Jewish community in North America—a status it held until about 1830.",Catholics,0.0,1,63
573012e9947a6a140053d048,rag_dense,English Separatist John Smyth was appointed pastor,Catholics,0.0,1,7
573012e9947a6a140053d048,rag_hybrid,Roman Catholics were allowed to settle in South Carolina until after the American Revolution,Catholics,0.0,1,14
572833d43acd2414000df6df,llm,a monopoly,"""Federation of Sovereign States"" upon principles borrowed from the Articles of Confederation of the United States of America",0.0,18,2
572833d43acd2414000df6df,rag_bm25,[3],"""Federation of Sovereign States"" upon principles borrowed from the Articles of Confederation of the United States of America",0.0,18,1
572833d43acd2414000df6df,rag_dense,"the 20th century, there was no clear record of the number of Venezuelans who emigrated to the United States. Between the 18th and early 19th centuries, there were many European immigrants who went to Venezuela, only to later migrate to the United States along with their children and grandchildren who born and/or grew up in Venezuela speaking Spanish","""Federation of Sovereign States"" upon principles borrowed from the Articles of Confederation of the United States of America",0.0,18,58
572833d43acd2414000df6df,rag_hybrid,[3],"""Federation of Sovereign States"" upon principles borrowed from the Articles of Confederation of the United States of America",0.0,18,1
57270c73f1498d1400e8f29d,llm,a capacitor,excess electric fields,0.0,3,2
57270c73f1498d1400e8f29d,rag_bm25,hemlock is the result of insect attacks.,excess electric fields,0.0,3,7
57270c73f1498d1400e8f29d,rag_dense,[3],excess electric fields,0.0,3,1
57270c73f1498d1400e8f29d,rag_hybrid,Pomerania,excess electric fields,0.0,3,1
570d94dfb3d812140066da6c,llm,ten,3,0.0,1,1
570d94dfb3d812140066da6c,rag_bm25,Austrians favoured the Greater Germany unification but were not willing to give up any of the non-German-speaking land inside of the Austrian Empire and take second place to Prussia,3,0.0,1,29
570d94dfb3d812140066da6c,rag_dense,AA),3,0.0,1,1
570d94dfb3d812140066da6c,rag_hybrid,[3],3,1.0,1,1
5725b679ec44d21400f3d433,llm,"May 1, 1897",1266,0.0,1,3
5725b679ec44d21400f3d433,rag_bm25,Germans were unaware of German numerical superiority at the beginning of the battle as the German 2nd Army did not attack all at once,1266,0.0,1,24
5725b679ec44d21400f3d433,rag_dense,Abu Meniar earned a meager subsistence as a goat and camel herder,1266,0.0,1,12
5725b679ec44d21400f3d433,rag_hybrid,Egypt were able to enter the cave.,1266,0.0,1,7
57260b6a271a42140099d3e4,llm,0,"62,217",0.0,1,1
57260b6a271a42140099d3e4,rag_bm25,Whitehead,"62,217",0.0,1,1
57260b6a271a42140099d3e4,rag_dense,[3],"62,217",0.0,1,1
57260b6a271a42140099d3e4,rag_hybrid,Arsenal,"62,217",0.0,1,1
56f966c39b226e1400dd1405,llm,Wake Island,Enen-kio,0.0,1,2
56f966c39b226e1400dd1405,rag_bm25,London,Enen-kio,0.0,1,1
56f966c39b226e1400dd1405,rag_dense,Samoa,Enen-kio,0.0,1,1
56f966c39b226e1400dd1405,rag_hybrid,British government,Enen-kio,0.0,1,2
5728f7636aef0514001548f9,llm,English,Latin,0.0,1,1
5728f7636aef0514001548f9,rag_bm25,English language has been official in the state of Oklahoma since 2010.,Latin,0.0,1,12
5728f7636aef0514001548f9,rag_dense,[2],Latin,0.0,1,1
5728f7636aef0514001548f9,rag_hybrid,[2],Latin,0.0,1,1
56de65324396321400ee2882,llm,1830,1646,0.0,1,1
56de65324396321400ee2882,rag_bm25,Plymouth Colony,1646,0.0,1,2
56de65324396321400ee2882,rag_dense,Plymouth,1646,0.0,1,1
56de65324396321400ee2882,rag_hybrid,Plymouth,1646,0.0,1,1
56cc655c6d243a140015ef92,llm,acoustic,Bass,0.0,1,1
56cc655c6d243a140015ef92,rag_bm25,iPods in the sixth-generation iPod are not allowed to use the volume limit.,Bass,0.0,1,13
56cc655c6d243a140015ef92,rag_dense,Helvetica,Bass,0.0,1,1
56cc655c6d243a140015ef92,rag_hybrid,Musician,Bass,0.0,1,1
56cc36926d243a140015eecf,llm,I don't know.,The Yarlung rulers of Tibet,0.0,5,3
56cc36926d243a140015eecf,rag_bm25,[3],The Yarlung rulers of Tibet,0.0,5,1
56cc36926d243a140015eecf,rag_dense,The Yarlung rulers of Tibet,The Yarlung rulers of Tibet,1.0,5,5
56cc36926d243a140015eecf,rag_hybrid,[3],The Yarlung rulers of Tibet,0.0,5,1
56dec6913277331400b4d726,llm,Benzol,marijuana,0.0,1,1
56dec6913277331400b4d726,rag_bm25,[3],marijuana,0.0,1,1
56dec6913277331400b4d726,rag_dense,Arnold was a good fit.,marijuana,0.0,1,5
56dec6913277331400b4d726,rag_hybrid,Arnold was a good fit.,marijuana,0.0,1,5
570ce29dfed7b91900d45a74,llm,Luke,1:34,0.0,1,1
570ce29dfed7b91900d45a74,rag_bm25,George V,1:34,0.0,1,2
570ce29dfed7b91900d45a74,rag_dense,[3],1:34,0.0,1,1
570ce29dfed7b91900d45a74,rag_hybrid,George V,1:34,0.0,1,2
572e8e84dfa6aa1500f8d120,llm,I don't know.,his commitments in Germany were counterbalanced by the demands of the British colonies overseas,0.0,14,3
572e8e84dfa6aa1500f8d120,rag_bm25,Edward VII in 1910,his commitments in Germany were counterbalanced by the demands of the British colonies overseas,0.0,14,4
572e8e84dfa6aa1500f8d120,rag_dense,Hitler,his commitments in Germany were counterbalanced by the demands of the British colonies overseas,0.0,14,1
572e8e84dfa6aa1500f8d120,rag_hybrid,George V,his commitments in Germany were counterbalanced by the demands of the British colonies overseas,0.0,14,2
572684db5951b619008f7553,llm,I don't know.,Bill Nicholson,0.0,2,3
572684db5951b619008f7553,rag_bm25,Gods view,Bill Nicholson,0.0,2,2
572684db5951b619008f7553,rag_dense,[3],Bill Nicholson,0.0,2,1
572684db5951b619008f7553,rag_hybrid,[3],Bill Nicholson,0.0,2,1
572fcaa9947a6a140053ccc0,llm,2,four phases,0.0,2,1
572fcaa9947a6a140053ccc0,rag_bm25,[3],four phases,0.0,2,1
572fcaa9947a6a140053ccc0,rag_dense,Nif gene is a natural vector for introducing the Nif gene,four phases,0.0,2,11
572fcaa9947a6a140053ccc0,rag_hybrid,[3],four phases,0.0,2,1
5706b0e42eaba6190074ac46,llm,"June 1, 1932",during the 1980s and 1990s,0.0,5,3
5706b0e42eaba6190074ac46,rag_bm25,Spanish,during the 1980s and 1990s,0.0,5,1
5706b0e42eaba6190074ac46,rag_dense,"Muslim, was the location of the cave of the Patriarchs in Hebron",during the 1980s and 1990s,0.0,5,12
5706b0e42eaba6190074ac46,rag_hybrid,"stoutls, maintained a stoutls",during the 1980s and 1990s,0.0,5,4
56df5a4d8bc80c19004e4af0,llm,ranked 3rd,42nd,0.0,1,2
56df5a4d8bc80c19004e4af0,rag_bm25,[4],42nd,0.0,1,1
56df5a4d8bc80c19004e4af0,rag_dense,[3],42nd,0.0,1,1
56df5a4d8bc80c19004e4af0,rag_hybrid,Paris Region was ranked as one of the most liveable cities in the United States of America.,42nd,0.0,1,17
57274262dd62a815002e9a37,llm,a sluggish economy,sharply rising land values,0.0,4,3
57274262dd62a815002e9a37,rag_bm25,I don't know,sharply rising land values,0.0,4,3
57274262dd62a815002e9a37,rag_dense,[3],sharply rising land values,0.0,4,1
57274262dd62a815002e9a37,rag_hybrid,Melbourne,sharply rising land values,0.0,4,1
5727a4f1ff5b5019007d91cc,llm,I don't know.,political obstacles,0.0,2,3
5727a4f1ff5b5019007d91cc,rag_bm25,God,political obstacles,0.0,2,1
5727a4f1ff5b5019007d91cc,rag_dense,a shortage of primary doctors before the arrival of the Gates Foundation,political obstacles,0.0,2,12
5727a4f1ff5b5019007d91cc,rag_hybrid,halakhic conversions,political obstacles,0.0,2,2
56e427248c00841900fbaf02,llm,Japan,the northeastern coast of Estonia,0.0,5,1
56e427248c00841900fbaf02,rag_bm25,olfactory bulb,the northeastern coast of Estonia,0.0,5,2
56e427248c00841900fbaf02,rag_dense,Tajikistan,the northeastern coast of Estonia,0.0,5,1
56e427248c00841900fbaf02,rag_hybrid,i don't know,the northeastern coast of Estonia,0.0,5,3
56f8d2919e9bad19000a059c,llm,Tokyo,"Garmisch-Partenkirchen, Germany",0.0,2,1
56f8d2919e9bad19000a059c,rag_bm25,Mexico City,"Garmisch-Partenkirchen, Germany",0.0,2,2
56f8d2919e9bad19000a059c,rag_dense,Mexico City,"Garmisch-Partenkirchen, Germany",0.0,2,2
56f8d2919e9bad19000a059c,rag_hybrid,protesters,"Garmisch-Partenkirchen, Germany",0.0,2,1
570b212d6b8089140040f761,llm,Xbox Live,EA Sports games,0.0,3,2
570b212d6b8089140040f761,rag_bm25,[3],EA Sports games,0.0,3,1
570b212d6b8089140040f761,rag_dense,[3],EA Sports games,0.0,3,1
570b212d6b8089140040f761,rag_hybrid,British,EA Sports games,0.0,3,1
57324e7a0fdd8d15006c694b,llm,Because the Bible condemns the mixing of religions.,can only be one truth from God,0.0,7,8
57324e7a0fdd8d15006c694b,rag_bm25,"Jews are taught that it is vital to remain ""separate from the world.""",can only be one truth from God,0.0,7,13
57324e7a0fdd8d15006c694b,rag_dense,Jews to become a Christian,can only be one truth from God,0.0,7,5
57324e7a0fdd8d15006c694b,rag_hybrid,"Jehovah's Witnesses believe that the Bible condemns the mixing of religions, on the basis that there can only be one truth from God, and therefore reject interfaith and ecumenical movements",can only be one truth from God,0.0,7,30
5728110f4b864d1900164387,llm,1872,23 November 1944,0.0,3,1
5728110f4b864d1900164387,rag_bm25,"British government.""",23 November 1944,0.0,3,2
5728110f4b864d1900164387,rag_dense,[3],23 November 1944,0.0,3,1
5728110f4b864d1900164387,rag_hybrid,[3],23 November 1944,0.0,3,1
572bff5edfb02c14005c6b2d,llm,They agree on the physics of the universe.,"God is omnipotent, omniscient, and benevolent,",0.0,6,8
572bff5edfb02c14005c6b2d,rag_bm25,adverbial,"God is omnipotent, omniscient, and benevolent,",0.0,6,1
572bff5edfb02c14005c6b2d,rag_dense,adverbial,"God is omnipotent, omniscient, and benevolent,",0.0,6,1
572bff5edfb02c14005c6b2d,rag_hybrid,adverbial,"God is omnipotent, omniscient, and benevolent,",0.0,6,1
57299ef46aef05140015503e,llm,fungi,mosquitoes,0.0,1,1
57299ef46aef05140015503e,rag_bm25,a person is likely to have,mosquitoes,0.0,1,6
57299ef46aef05140015503e,rag_dense,fungi is a common cause of a lack of respiration,mosquitoes,0.0,1,10
57299ef46aef05140015503e,rag_hybrid,[3],mosquitoes,0.0,1,1
56dde7259a695914005b9696,llm,"June 1, 1865",Second Boer War,0.0,3,3
56dde7259a695914005b9696,rag_bm25,Canada,Second Boer War,0.0,3,1
56dde7259a695914005b9696,rag_dense,[1],Second Boer War,0.0,3,1
56dde7259a695914005b9696,rag_hybrid,Canada,Second Boer War,0.0,3,1
571d0e925efbb31900334e91,llm,0.8,>95%,0.0,1,1
571d0e925efbb31900334e91,rag_bm25,"Bazaine, Frossard erroneously believed that he was in grave danger of being outflanked as German soldiers under General von Glume were spotted in Forbach.",>95%,0.0,1,24
571d0e925efbb31900334e91,rag_dense,"AIDS, tuberculosis and malaria",>95%,0.0,1,4
571d0e925efbb31900334e91,rag_hybrid,I don't know,>95%,0.0,1,3
572ea842dfa6aa1500f8d26f,llm,It is a genus of fungi.,higher internal heating,0.0,3,6
572ea842dfa6aa1500f8d26f,rag_bm25,[3],higher internal heating,0.0,3,1
572ea842dfa6aa1500f8d26f,rag_dense,[3],higher internal heating,0.0,3,1
572ea842dfa6aa1500f8d26f,rag_hybrid,Neptune,higher internal heating,0.0,3,1
573350a0d058e614000b5840,llm,genocide,legal aspect of the term,0.0,5,1
573350a0d058e614000b5840,rag_bm25,"Gates grantees have increased the demand for specially trained, higher-paid clinicians, diverting staff from basic care"" in sub-Saharan Africa",legal aspect of the term,0.0,5,19
573350a0d058e614000b5840,rag_dense,a process called globalization,legal aspect of the term,0.0,5,4
573350a0d058e614000b5840,rag_hybrid,a legal liability within international relations,legal aspect of the term,0.0,5,6
57070b1490286e26004fc83e,llm,adolescent,socio-political constructs,0.0,2,1
57070b1490286e26004fc83e,rag_bm25,Harvard University,socio-political constructs,0.0,2,2
57070b1490286e26004fc83e,rag_dense,[2],socio-political constructs,0.0,2,1
57070b1490286e26004fc83e,rag_hybrid,Protestant Reformation,socio-political constructs,0.0,2,2
572a35beaf94a219006aa8a5,llm,a landslide,the detriment of local Ottoman interests,0.0,6,2
572a35beaf94a219006aa8a5,rag_bm25,I don't know,the detriment of local Ottoman interests,0.0,6,3
572a35beaf94a219006aa8a5,rag_dense,Crimean War,the detriment of local Ottoman interests,0.0,6,2
572a35beaf94a219006aa8a5,rag_hybrid,I don't know,the detriment of local Ottoman interests,0.0,6,3
57267fbcdd62a815002e874a,llm,China,Brunei,0.0,1,1
57267fbcdd62a815002e874a,rag_bm25,I don't know,Brunei,0.0,1,3
57267fbcdd62a815002e874a,rag_dense,"Pakistan, Saudi Arabia, Lebanon and several Western European countries",Brunei,0.0,1,9
57267fbcdd62a815002e874a,rag_hybrid,I don't know,Brunei,0.0,1,3
57320c0ee17f3d1400422618,llm,3%,.38%,0.0,1,1
57320c0ee17f3d1400422618,rag_bm25,German numerical superiority at the beginning of the battle as the German 2nd Army did not attack all at once,.38%,0.0,1,20
57320c0ee17f3d1400422618,rag_dense,Britain to modernize its infrastructure and army,.38%,0.0,1,7
57320c0ee17f3d1400422618,rag_hybrid,"Constantinople were split between the Greek Despotate of Epirus (a Byzantine successor state) and Frankish rule (known as the Frankokratia), while some islands came under Venetian rule.",.38%,0.0,1,27
57262de2ec44d21400f3dbb8,llm,1898,1261,0.0,1,1
57262de2ec44d21400f3dbb8,rag_bm25,"""",1261,0.0,1,1
57262de2ec44d21400f3dbb8,rag_dense,4th century,1261,0.0,1,2
57262de2ec44d21400f3dbb8,rag_hybrid,[3],1261,0.0,1,1
57270064f1498d1400e8f204,llm,a spectral change,colour,0.0,1,3
